,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.012262500000000003,0.0,0.0,0.0,0.0,0.0,-0.49050000000000005,0.0,0.0,0.0
2,0.0,0.0,-0.04905,0.0,0.0,0.0,0.0,0.0,-0.9810000000000001,0.0,0.0,0.0
3,0.0,0.0,-0.11036250000000003,0.0,0.0,0.0,0.0,0.0,-1.4715000000000003,0.0,0.0,0.0
4,0.0,0.0,-0.19620000000000004,0.0,0.0,0.0,0.0,0.0,-1.9620000000000002,0.0,0.0,0.0
5,0.0,0.0,-0.30656250000000007,0.0,0.0,0.0,0.0,0.0,-2.4525,0.0,0.0,0.0
6,0.0,0.0,-0.4414500000000001,0.0,0.0,0.0,0.0,0.0,-2.943,0.0,0.0,0.0
7,0.0,0.0,-0.6008625000000001,0.0,0.0,0.0,0.0,0.0,-3.4335,0.0,0.0,0.0
8,0.0,0.0,-0.7848,0.0,0.0,0.0,0.0,0.0,-3.924,0.0,0.0,0.0
9,0.0,0.0,-0.9932625,0.0,0.0,0.0,0.0,0.0,-4.4145,0.0,0.0,0.0
10,0.0,0.0,-1.22625,0.0,0.0,0.0,0.0,0.0,-4.905,0.0,0.0,0.0
11,0.0,0.0,-1.4837625,0.0,0.0,0.0,0.0,0.0,-5.3955,0.0,0.0,0.0
12,0.0,0.0,-1.7658,0.0,0.0,0.0,0.0,0.0,-5.886,0.0,0.0,0.0
13,0.0,0.0,-2.0723625,0.0,0.0,0.0,0.0,0.0,-6.3765,0.0,0.0,0.0
14,0.0,0.0,-2.4034500000000003,0.0,0.0,0.0,0.0,0.0,-6.867,0.0,0.0,0.0
15,0.0,0.0,-2.7590625,0.0,0.0,0.0,0.0,0.0,-7.3575,0.0,0.0,0.0
16,0.0,0.0,-3.1392,0.0,0.0,0.0,0.0,0.0,-7.848,0.0,0.0,0.0
17,0.0,0.0,-3.5438625000000004,0.0,0.0,0.0,0.0,0.0,-8.3385,0.0,0.0,0.0
18,0.0,0.0,-3.9730500000000006,0.0,0.0,0.0,0.0,0.0,-8.829,0.0,0.0,0.0
19,0.0,0.0,-4.426762500000001,0.0,0.0,0.0,0.0,0.0,-9.319500000000001,0.0,0.0,0.0
20,0.0,0.0,-4.905000000000001,0.0,0.0,0.0,0.0,0.0,-9.810000000000002,0.0,0.0,0.0
21,0.0,0.0,-5.407762500000001,0.0,0.0,0.0,0.0,0.0,-10.300500000000003,0.0,0.0,0.0
22,0.0,0.0,-5.935050000000001,0.0,0.0,0.0,0.0,0.0,-10.791000000000004,0.0,0.0,0.0
23,0.0,0.0,-6.486862500000002,0.0,0.0,0.0,0.0,0.0,-11.281500000000005,0.0,0.0,0.0
24,0.0,0.0,-7.063200000000002,0.0,0.0,0.0,0.0,0.0,-11.772000000000006,0.0,0.0,0.0
25,0.0,0.0,-7.664062500000002,0.0,0.0,0.0,0.0,0.0,-12.262500000000006,0.0,0.0,0.0
26,0.0,0.0,-8.289450000000002,0.0,0.0,0.0,0.0,0.0,-12.753000000000007,0.0,0.0,0.0
27,0.0,0.0,-8.939362500000003,0.0,0.0,0.0,0.0,0.0,-13.243500000000008,0.0,0.0,0.0
28,0.0,0.0,-9.613800000000003,0.0,0.0,0.0,0.0,0.0,-13.734000000000009,0.0,0.0,0.0
29,0.0,0.0,-10.312762500000003,0.0,0.0,0.0,0.0,0.0,-14.22450000000001,0.0,0.0,0.0
30,0.0,0.0,-11.036250000000004,0.0,0.0,0.0,0.0,0.0,-14.71500000000001,0.0,0.0,0.0
