,0,1,2,3
0,19.70130394884701,0.6815135523836654,-0.42743458857841343,3.032258088165566e-16
1,-1.899742838630022,-0.05483441468078922,0.0026154626173146064,0.0
2,-17.92688126662465,-0.05268316136844928,0.0408416532028217,0.0
3,-24.698291799855934,-0.2763096918468641,0.09109941156966102,3.5105886254707506e-16
4,-25.69575302598556,-0.3495105007191199,0.21677737202933697,0.0
5,-22.970527213196252,-0.14416840836987793,0.175044621230595,0.0
6,-17.62199942057108,-0.05741638419180846,0.15534129614274053,0.0
7,-9.234077606303073,0.03940602492309701,0.0736243685006309,2.2365455807033388e-16
8,2.773326993283005,-0.0011502051445143983,-0.07052363071493768,5.90597290072673e-17
9,15.195702230323677,-0.05179350754866905,-0.02726297938837818,0.0
10,23.453722756028267,0.08379628811876111,-0.04724507775139473,0.0
11,27.16920964628105,0.07593051285363112,-0.21553512223441473,0.0
12,27.77682142345929,-0.023276929798384385,-0.1591475100603745,0.0
13,26.26874763234459,0.021892018726368746,0.07167050784081438,0.0
14,23.449276732688894,0.04955804472380684,0.12137792735061015,4.721413014446199e-16
15,20.10676223639385,0.01187276614234557,0.01879531149971799,2.9523727110312627e-17
16,16.514716138961308,-0.012281592712035046,-0.05580666901838127,7.456830518630947e-18
17,12.925395021275124,-0.02999411931615089,-0.0043646418184315845,0.0
18,10.019271458896544,-0.09514468614940984,0.04215614737066792,1.696654376357362e-16
19,7.862037568967651,-0.0665131917482253,-0.009224675978124555,0.0
20,6.194234643966425,0.11751900857800772,-0.013743459496748923,1.0986994267591894e-16
21,4.489335032759758,0.045416141257070095,0.04024239022600966,0.0
22,1.9435234658585006,-0.08394262138963651,0.01664003456046463,1.3850019824393636e-16
23,-1.5642856231867661,0.06455487056870113,0.03383567212169751,3.4170746152640153e-16
24,-4.545550639348562,0.10695320966588637,0.11685282729585933,2.3200998166294413e-16
25,-5.1841047767014965,0.12972880101962775,0.03243814562296992,0.0
26,-3.0693002059253147,0.11276245017877366,-0.03451001537850245,0.0
27,1.2122247806051056,-0.10388648232627129,-0.1197411208244509,0.0
28,6.428004533405997,-0.16918730992033165,-0.16179802532203336,0.0
29,9.27876132365001,-0.22285687579091817,0.00895715228704778,0.022107633506902036
30,3.3933480354637764,-0.11888938353394854,0.05191566930885337,0.006880761202688804
31,-11.019353817506332,0.22602933692840635,-0.04289624252778098,5.313694885841873e-16
32,-24.597924419981407,0.39842795117522367,-0.034278741396699355,0.0
33,-20.918569875706226,0.11450997740233682,0.2343321728665143,2.1880337766955425e-16
34,40.68951839348851,-0.3235573707425579,0.4325737201919742,0.0
35,-10.010163146053051,0.0890896241952406,-0.18043247164648268,0.0
36,-49.61104984860398,-0.12930753335600076,-0.3740316879314328,2.802881567346086e-17
