,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0007218693747385379,0.0007433552141743468,-0.013784890587052071,-0.1476490023577944,0.1422613227573968,-0.01054806734006701,0.13230435965952173,0.13547675540370313,-0.5138429088320977,-5.855900395483537,5.716145492110232,1.7126963851457776e-15
2,0.007480557721923866,0.00980709425023396,-0.05316269892166539,-0.4977724353766605,0.31321615447057227,-0.061234082382210384,0.4856896028116816,0.7304529602791581,-0.6332007818851222,-7.656543568355057,1.4291612731099255,1.7126963851457776e-15
3,0.02452079116906957,0.0418435904991963,-0.10078992928271924,-0.8634083047886272,0.3422829697484164,-0.08342761087477152,0.6721417187479015,1.1762114862184463,0.291439652531128,-6.681392120467477,0.010978407302761894,4.001658631656529e-15
4,0.060056268403098495,0.11643230545009131,-0.1292859112447749,-1.2330414589561567,0.36098125027763545,-0.12285197281300007,0.7127294118326104,0.6780737242257631,2.015988243612794,-7.558543494429627,1.6539560493722687,4.001658631656529e-15
5,0.11448410258187412,0.24922189614136564,-0.11593373205245912,-1.6682047607070394,0.37546108188065136,-0.2976359363362269,-0.12865603238122758,-1.091210613570293,3.354005030033292,-7.2924763717811265,4.92790318172523,4.080289044349206e-15
6,0.16933450980983572,0.4293491332492345,-0.05162355842622289,-2.125401621601128,0.30184174873253583,-0.5316517332408808,-1.5340780410021015,-3.1836177846238023,2.5704290832045493,-7.802174059419119,4.428599208660413,5.531573219437422e-15
7,0.22241318454611886,0.6266080029978809,0.04875199288623197,-2.527310443120306,0.24254318461287772,-0.6087835586022927,-1.8213139518701746,-4.20477332190895,0.8236358432862283,-7.43251043680848,-0.6162655757574784,6.413653181066002e-15
8,0.28142178856807665,0.8262734677059292,0.14766910224464697,-2.86541039885012,0.32329341546250806,-0.572877932772964,-1.6549983658749345,-4.216045481286129,-0.13067689772853663,-6.484400394161544,-2.9102596914516528,7.926435871018322e-15
9,0.34003393209839067,1.021825141497423,0.2287368576306898,-3.1324601178955245,0.38909234204228876,-0.5596234771020547,-1.539373514665276,-3.83622905668481,-0.917825383513035,-4.377871310493369,0.22601460207561486,7.900158154196738e-15
10,0.40150107642955446,1.2010440253369414,0.3112247983635471,-3.342918544881172,0.3465681349771214,-0.5539780983314923,-1.2028750011521911,-3.1715868323627276,-2.1789761336312896,-4.120417728457201,1.4905578716264412,7.90426404745011e-15
11,0.47915959790962526,1.3533210460753438,0.42555191494355277,-3.558724600975641,0.2944821703038077,-0.5374101264046875,-0.7107544645882988,-1.884855733879251,-3.7395855275694307,-4.718570929762404,0.689891021426453,8.245038533628945e-15
